date,net_return,net_sharpe
2013,0.005295331287640165,3.000822733069123
2014,-0.002200437501478905,-0.3234699915826229
2015,0.00046473044771679306,0.08756039753505937
2016,-0.0042443123827420924,-0.613500020373864
2017,0.009574315100788683,0.9732587230988138
2018,5.6064695569460954e-05,0.005884897110371669
2019,0.0070119215563184045,0.6567074777800547
2020,-0.026675683488778378,-2.0600592674021865
2021,0.0144993342432079,0.7856207650394298
2022,-0.01339130720347513,-0.9008590784633353
